School,Conference,Year,Team_Record,Conference_Champ,End_of_Year_AP_Rank,Total_Players,Underclassmen,Upperclassmen,Pct_Non_Transfers,Total_Transfers_Incoming,Pct_Transfers
VMI,Southern,2024,1-11,TBD,N/A,50,30,15,100.0,0.0,0.0
VMI,Southern,2025,1-11,TBD,N/A,118,94,24,100.0,0.0,0.0
Valdosta State,Gulf South,2025,6-5,TBD,N/A,14,3,0,64.28571428571428,5.0,35.714285714285715
Valparaiso,Pioneer,2022,5-7,TBD,N/A,118,55,62,100.0,0.0,0.0
Valparaiso,Pioneer,2023,3-8,TBD,N/A,39,17,19,100.0,0.0,0.0
Valparaiso,Pioneer,2024,4-7,TBD,N/A,28,15,12,100.0,0.0,0.0
Valparaiso,Pioneer,2025,2-10,TBD,N/A,119,81,38,100.0,0.0,0.0
Vanderbilt,SEC,2022,5-7,TBD,N/A,109,6,103,94.4954128440367,6.0,5.504587155963304
Vanderbilt,SEC,2023,2-10,TBD,N/A,114,10,104,97.36842105263158,3.0,2.631578947368421
Vanderbilt,SEC,2024,7-6,TBD,N/A,120,28,92,81.66666666666667,22.0,18.33333333333333
Vanderbilt,SEC,2025,10-3,TBD,15,113,41,72,82.30088495575221,20.0,17.699115044247787
Villanova,CAA,2022,6-5,TBD,N/A,90,18,72,98.88888888888889,1.0,1.1111111111111112
Villanova,CAA,2023,10-3,TBD,N/A,46,12,33,100.0,0.0,0.0
Villanova,CAA,2024,10-4,TBD,N/A,42,19,22,100.0,0.0,0.0
Villanova,CAA,2025,12-3,TBD,N/A,95,50,44,96.84210526315788,3.0,3.1578947368421053
Virginia,ACC,2022,3-7,TBD,N/A,123,7,116,91.869918699187,10.0,8.130081300813007
Virginia,ACC,2023,3-9,TBD,N/A,126,11,115,93.65079365079364,8.0,6.349206349206349
Virginia,ACC,2024,5-7,TBD,N/A,128,30,94,89.84375,13.0,10.15625
Virginia,ACC,2025,11-3,TBD,16,123,44,79,74.79674796747967,31.0,25.203252032520325
Virginia St,CIAA,2023,8-2,TBD,N/A,15,0,0,100.0,0.0,0.0
Virginia St,CIAA,2024,7-4,TBD,N/A,13,2,2,100.0,0.0,0.0
Virginia St,CIAA,2025,6-4,TBD,N/A,18,2,0,100.0,0.0,0.0
Virginia Tech,ACC,2022,3-8,TBD,N/A,125,20,105,96.0,5.0,4.0
Virginia Tech,ACC,2023,7-6,TBD,N/A,125,42,80,92.8,9.0,7.199999999999999
Virginia Tech,ACC,2024,6-7,TBD,N/A,112,43,69,93.75,7.0,6.25
Virginia Tech,ACC,2025,3-9,TBD,N/A,113,62,50,73.45132743362831,30.0,26.548672566371685
Virginia Union,CIAA,2024,10-4,TBD,N/A,12,0,1,91.66666666666669,1.0,8.333333333333332
Virginia University Of Lynchburg,,2022,,,,39,0,0,100.0,0.0,0.0
Virginia University Of Lynchburg,,2023,,,,40,0,1,100.0,0.0,0.0
Virginia University Of Lynchburg,,2024,,,,29,0,0,100.0,0.0,0.0
Virginia University Of Lynchburg,,2025,,,,27,0,0,100.0,0.0,0.0
Wabash College,North Coast,2023,7-3,TBD,N/A,12,0,1,100.0,0.0,0.0
Wagner,NEC,2022,1-10,TBD,N/A,108,36,72,99.07407407407408,1.0,0.9259259259259258
Wagner,NEC,2023,4-7,TBD,N/A,60,15,39,98.33333333333331,1.0,1.6666666666666667
Wagner,NEC,2024,4-8,TBD,N/A,57,12,37,96.49122807017544,2.0,3.508771929824561
Wagner,NEC,2025,5-7,TBD,N/A,150,94,55,99.33333333333331,1.0,0.6666666666666667
Wake Forest,ACC,2022,8-5,TBD,15,121,23,98,96.69421487603306,4.0,3.3057851239669422
Wake Forest,ACC,2023,4-8,TBD,N/A,124,43,81,97.58064516129032,3.0,2.419354838709677
Wake Forest,ACC,2024,4-8,TBD,N/A,123,58,64,95.9349593495935,5.0,4.065040650406504
Wake Forest,ACC,2025,9-4,TBD,N/A,121,70,51,72.72727272727273,33.0,27.27272727272727
Warner University,,2022,,,,14,0,2,100.0,0.0,0.0
Warner University,,2024,,,,14,0,1,100.0,0.0,0.0
Warner University,,2025,,,,18,1,0,100.0,0.0,0.0
Washington,Pac-12,2022,11-2,TBD,21,117,26,91,92.3076923076923,9.0,7.6923076923076925
Washington,Pac-12,2023,14-1,TBD,3,119,42,77,91.5966386554622,10.0,8.403361344537815
Washington,Big Ten,2024,6-7,TBD,N/A,110,48,62,75.45454545454545,27.0,24.545454545454547
Washington,Big Ten,2025,9-4,TBD,N/A,105,63,42,82.85714285714286,18.0,17.142857142857142
Washington State,Pac-12,2022,7-6,TBD,N/A,121,31,90,92.56198347107438,9.0,7.43801652892562
Washington State,Pac-12,2023,5-7,TBD,N/A,125,47,77,92.8,9.0,7.199999999999999
Washington State,Pac-12,2024,8-5,TBD,N/A,122,66,56,90.1639344262295,12.0,9.836065573770492
Washington State,Pac-12,2025,7-6,TBD,N/A,119,78,41,71.42857142857143,34.0,28.57142857142857
Webber International,,2023,,,,16,1,0,100.0,0.0,0.0
Webber International,,2025,,,,17,0,0,100.0,0.0,0.0
Weber State,Big Sky,2022,10-3,TBD,N/A,105,33,72,100.0,0.0,0.0
Weber State,Big Sky,2023,6-5,TBD,N/A,49,13,33,95.91836734693878,2.0,4.081632653061225
Weber State,Big Sky,2024,4-8,TBD,N/A,48,16,29,89.58333333333333,5.0,10.416666666666668
Weber State,Big Sky,2025,4-8,TBD,N/A,106,65,41,93.39622641509432,7.0,6.60377358490566
West Florida,Gulf South,2023,8-4,TBD,N/A,14,3,1,100.0,0.0,0.0
West Georgia,UAC,2024,4-7,TBD,N/A,30,9,15,90.0,3.0,10.0
West Georgia,UAC,2025,8-3,TBD,N/A,135,78,43,96.29629629629628,5.0,3.7037037037037033
West Liberty,Mountain East,2025,3-8,TBD,N/A,14,1,0,100.0,0.0,0.0
West Virginia,Big 12,2022,5-7,TBD,N/A,112,27,84,90.17857142857144,11.0,9.821428571428571
West Virginia,Big 12,2023,9-4,TBD,N/A,117,38,79,88.03418803418803,14.0,11.965811965811966
West Virginia,Big 12,2024,6-7,TBD,N/A,130,65,63,90.0,13.0,10.0
West Virginia,Big 12,2025,4-8,TBD,N/A,125,56,69,59.2,51.0,40.8
West Virginia State,Mountain East,2023,4-6,TBD,N/A,16,0,2,100.0,0.0,0.0
West Virginia Wesleyan,Mountain East,2024,0-11,TBD,N/A,14,0,1,100.0,0.0,0.0
Western Carolina,Southern,2022,6-5,TBD,N/A,127,54,67,99.21259842519684,1.0,0.7874015748031495
Western Carolina,Southern,2023,7-4,TBD,N/A,57,17,38,98.24561403508773,1.0,1.7543859649122806
Western Carolina,Southern,2024,7-5,TBD,N/A,51,23,23,100.0,0.0,0.0
Western Carolina,Southern,2025,7-5,TBD,N/A,120,83,37,95.83333333333331,5.0,4.166666666666666
Western Connecticut St,Landmark Conference,2025,5-5,TBD,N/A,11,0,0,100.0,0.0,0.0
Western Illinois,MVFC,2022,0-11,TBD,N/A,113,32,81,97.34513274336284,3.0,2.6548672566371683
Western Illinois,MVFC,2023,0-11,TBD,N/A,47,10,24,100.0,0.0,0.0
Western Illinois,Big South-OVC,2024,4-8,TBD,N/A,53,13,31,90.56603773584904,5.0,9.433962264150944
Western Illinois,Big South-OVC,2025,4-8,TBD,N/A,111,60,50,97.29729729729728,3.0,2.702702702702702
Western Kentucky,Conference USA,2022,9-5,TBD,N/A,113,26,86,87.61061946902655,14.0,12.389380530973453
Western Kentucky,Conference USA,2023,8-5,TBD,N/A,116,31,83,89.65517241379311,12.0,10.344827586206897
Western Kentucky,Conference USA,2024,8-6,TBD,N/A,113,35,78,81.41592920353982,21.0,18.58407079646018
Western Kentucky,Conference USA,2025,9-4,TBD,N/A,104,47,57,59.61538461538461,42.0,40.38461538461539
Western Michigan,Mid-American,2022,5-7,TBD,N/A,112,28,84,95.53571428571428,5.0,4.464285714285714
Western Michigan,Mid-American,2023,4-8,TBD,N/A,108,36,72,94.44444444444444,6.0,5.555555555555555
Western Michigan,Mid-American,2024,6-7,TBD,N/A,113,48,64,90.26548672566372,11.0,9.734513274336283
Western Michigan,Mid-American,2025,10-4,TBD,N/A,107,49,56,78.50467289719626,23.0,21.49532710280374
Western New Mexico,Lone Star,2022,6-5,TBD,N/A,14,1,1,92.85714285714286,1.0,7.142857142857142
Western Oregon,Lone Star,2022,6-5,TBD,N/A,12,0,0,100.0,0.0,0.0
Western Oregon,Lone Star,2023,3-8,TBD,N/A,11,0,0,100.0,0.0,0.0
Western Oregon,Lone Star,2024,6-5,TBD,N/A,18,1,0,100.0,0.0,0.0
Western Oregon,Lone Star,2025,8-3,TBD,N/A,15,1,0,100.0,0.0,0.0
Wheeling,Mountain East,2024,6-5,TBD,N/A,11,0,1,100.0,0.0,0.0
William & Mary,CAA,2022,11-2,TBD,N/A,93,32,61,100.0,0.0,0.0
William & Mary,CAA,2023,6-5,TBD,N/A,40,15,25,100.0,0.0,0.0
William & Mary,CAA,2024,7-5,TBD,N/A,50,26,24,96.0,2.0,4.0
William & Mary,CAA,2025,7-5,TBD,N/A,102,62,40,96.07843137254902,4.0,3.92156862745098
William Jewell,Great Lakes,2022,2-9,TBD,N/A,16,0,2,100.0,0.0,0.0
Wilson,South Atlantic,2022,4-7,TBD,N/A,16,0,0,100.0,0.0,0.0
Wilson,South Atlantic,2023,6-5,TBD,N/A,9,0,0,100.0,0.0,0.0
Winston-Salem,CIAA,2022,3-6,TBD,N/A,12,1,0,100.0,0.0,0.0
Winston-Salem,CIAA,2023,4-6,TBD,N/A,16,1,1,100.0,0.0,0.0
Winston-Salem,CIAA,2024,7-3,TBD,N/A,16,2,0,100.0,0.0,0.0
Wisconsin,Big Ten,2022,7-6,TBD,N/A,120,15,105,95.0,6.0,5.0
Wisconsin,Big Ten,2023,7-6,TBD,N/A,122,29,93,88.52459016393442,14.0,11.475409836065571
Wisconsin,Big Ten,2024,5-7,TBD,N/A,121,51,68,86.77685950413223,16.0,13.223140495867767
Wisconsin,Big Ten,2025,4-8,TBD,N/A,116,62,54,84.48275862068965,18.0,15.517241379310343
Wisconsin-Stevens Pt,Wisconsin,2023,1-9,TBD,N/A,17,0,0,100.0,0.0,0.0
Wofford,Southern,2022,3-8,TBD,N/A,113,41,72,100.0,0.0,0.0
Wofford,Southern,2023,2-9,TBD,N/A,53,15,34,100.0,0.0,0.0
Wofford,Southern,2024,5-7,TBD,N/A,45,22,21,93.33333333333331,3.0,6.666666666666667
Wofford,Southern,2025,6-6,TBD,N/A,125,99,25,95.2,6.0,4.8
Wyoming,Mountain West,2022,7-6,TBD,N/A,114,35,79,97.36842105263158,3.0,2.631578947368421
Wyoming,Mountain West,2023,9-4,TBD,N/A,117,40,77,97.43589743589745,3.0,2.564102564102564
Wyoming,Mountain West,2024,3-9,TBD,N/A,120,59,61,97.5,3.0,2.5
Wyoming,Mountain West,2025,4-8,TBD,N/A,116,74,42,85.3448275862069,17.0,14.6551724137931
Yale,Ivy,2022,8-2,TBD,N/A,113,21,92,100.0,0.0,0.0
Yale,Ivy,2023,7-3,TBD,N/A,34,4,29,100.0,0.0,0.0
Yale,Ivy,2024,7-3,TBD,N/A,33,8,24,100.0,0.0,0.0
Yale,Ivy,2025,9-3,TBD,N/A,104,53,51,99.03846153846152,1.0,0.9615384615384616
Youngstown State,MVFC,2022,7-4,TBD,N/A,95,41,54,98.94736842105264,1.0,1.0526315789473684
Youngstown State,MVFC,2023,8-5,TBD,N/A,47,15,30,100.0,0.0,0.0
Youngstown State,MVFC,2024,4-8,TBD,N/A,43,13,25,81.3953488372093,8.0,18.6046511627907
Youngstown State,MVFC,2025,8-5,TBD,N/A,113,61,52,96.46017699115043,4.0,3.5398230088495577
